'Time and date','Fc5.','Fc3.','Fc1.','Fcz.','Fc2.','Fc4.','Fc6.','C5..','C3..','C1..','Cz..','C2..','C4..','C6..','Cp5.','Cp3.','Cp1.','Cpz.','Cp2.','Cp4.','Cp6.','Fp1.','Fpz.','Fp2.','Af7.','Af3.','Afz.','Af4.','Af8.','F7..','F5..','F3..','F1..','Fz..','F2..','F4..','F6..','F8..','Ft7.','Ft8.','T7..','T8..','T9..','T10.','Tp7.','Tp8.','P7..','P5..','P3..','P1..','Pz..','P2..','P4..','P6..','P8..','Po7.','Po3.','Poz.','Po4.','Po8.','O1..','Oz..','O2..','Iz..','EDF Annotations'
'[16:17:00.944 12/08/2009]',69.000,65.000,69.000,66.000,62.000,60.000,70.000,-230.000,60.000,57.000,61.000,61.000,49.000,44.000,34.000,40.000,41.000,42.000,46.000,50.000,49.000,116.000,104.000,92.000,101.000,78.000,74.000,70.000,81.000,81.000,70.000,67.000,10.000,62.000,57.000,65.000,69.000,62.000,57.000,51.000,31.000,41.000,11.000,32.000,20.000,37.000,14.000,25.000,32.000,33.000,33.000,35.000,36.000,37.000,29.000,13.000,21.000,26.000,29.000,0.000,8.000,4.000,8.000,-2.000,0.000
'[16:17:00.950 12/08/2009]',61.000,59.000,64.000,66.000,66.000,60.000,69.000,6.000,52.000,51.000,56.000,58.000,51.000,50.000,32.000,40.000,44.000,43.000,49.000,51.000,49.000,137.000,124.000,111.000,116.000,89.000,84.000,79.000,90.000,86.000,76.000,73.000,-1.000,71.000,64.000,69.000,71.000,70.000,59.000,45.000,33.000,39.000,13.000,33.000,24.000,37.000,17.000,28.000,36.000,39.000,41.000,43.000,41.000,42.000,30.000,18.000,25.000,33.000,36.000,5.000,15.000,11.000,15.000,2.000,0.000
'[16:17:00.956 12/08/2009]',68.000,65.000,62.000,64.000,65.000,57.000,54.000,184.000,57.000,58.000,61.000,61.000,60.000,54.000,46.000,53.000,58.000,56.000,61.000,62.000,60.000,178.000,158.000,140.000,158.000,118.000,111.000,102.000,114.000,121.000,105.000,101.000,-2.000,94.000,79.000,86.000,86.000,83.000,82.000,58.000,48.000,52.000,23.000,36.000,38.000,46.000,28.000,37.000,45.000,47.000,51.000,52.000,51.000,50.000,36.000,23.000,30.000,39.000,43.000,11.000,20.000,17.000,21.000,4.000,0.000
'[16:17:00.963 12/08/2009]',97.000,88.000,87.000,82.000,83.000,76.000,75.000,-147.000,73.000,72.000,75.000,72.000,63.000,58.000,47.000,55.000,60.000,62.000,59.000,61.000,61.000,209.000,182.000,159.000,187.000,139.000,122.000,114.000,126.000,137.000,114.000,108.000,2.000,100.000,82.000,91.000,92.000,88.000,86.000,58.000,44.000,50.000,17.000,38.000,28.000,37.000,13.000,25.000,33.000,36.000,41.000,42.000,41.000,41.000,28.000,9.000,18.000,28.000,33.000,1.000,7.000,7.000,11.000,-6.000,0.000
'[16:17:00.969 12/08/2009]',82.000,76.000,74.000,72.000,76.000,67.000,70.000,23.000,60.000,58.000,61.000,61.000,54.000,51.000,37.000,45.000,50.000,53.000,50.000,52.000,52.000,204.000,179.000,159.000,179.000,133.000,116.000,110.000,122.000,111.000,101.000,97.000,2.000,92.000,79.000,87.000,90.000,87.000,68.000,52.000,36.000,43.000,12.000,41.000,21.000,39.000,13.000,26.000,34.000,36.000,39.000,42.000,40.000,42.000,32.000,13.000,22.000,32.000,37.000,5.000,11.000,13.000,15.000,-3.000,0.000
'[16:17:00.975 12/08/2009]',83.000,84.000,87.000,82.000,83.000,77.000,81.000,-79.000,77.000,76.000,79.000,79.000,62.000,54.000,49.000,56.000,59.000,61.000,59.000,61.000,62.000,215.000,193.000,177.000,186.000,140.000,128.000,121.000,140.000,119.000,110.000,108.000,16.000,103.000,93.000,96.000,102.000,99.000,77.000,67.000,50.000,57.000,22.000,53.000,27.000,56.000,31.000,42.000,48.000,48.000,48.000,50.000,47.000,51.000,44.000,26.000,33.000,39.000,43.000,15.000,21.000,22.000,25.000,10.000,0.000
'[16:17:00.981 12/08/2009]',100.000,95.000,102.000,95.000,92.000,85.000,89.000,-234.000,83.000,79.000,83.000,80.000,60.000,57.000,49.000,55.000,58.000,57.000,53.000,57.000,59.000,221.000,193.000,180.000,189.000,145.000,125.000,116.000,142.000,125.000,107.000,101.000,9.000,98.000,89.000,87.000,96.000,98.000,73.000,60.000,42.000,49.000,16.000,45.000,25.000,47.000,21.000,30.000,37.000,36.000,34.000,35.000,33.000,37.000,33.000,17.000,24.000,26.000,29.000,3.000,14.000,14.000,15.000,6.000,0.000
'[16:17:00.988 12/08/2009]',71.000,64.000,63.000,58.000,57.000,53.000,58.000,-1.000,46.000,45.000,45.000,45.000,41.000,40.000,30.000,35.000,38.000,34.000,35.000,40.000,41.000,195.000,168.000,157.000,164.000,124.000,103.000,95.000,118.000,105.000,86.000,80.000,2.000,77.000,67.000,67.000,74.000,76.000,60.000,42.000,27.000,33.000,1.000,30.000,25.000,32.000,10.000,18.000,25.000,24.000,22.000,23.000,23.000,26.000,22.000,11.000,16.000,18.000,21.000,-4.000,8.000,7.000,8.000,-6.000,0.000
'[16:17:00.994 12/08/2009]',61.000,53.000,53.000,46.000,42.000,43.000,54.000,-171.000,42.000,39.000,40.000,37.000,36.000,33.000,26.000,30.000,29.000,31.000,32.000,38.000,40.000,180.000,157.000,147.000,150.000,112.000,97.000,91.000,114.000,100.000,81.000,77.000,7.000,73.000,66.000,68.000,77.000,71.000,62.000,48.000,34.000,41.000,11.000,31.000,29.000,40.000,19.000,26.000,32.000,32.000,29.000,32.000,32.000,36.000,31.000,19.000,24.000,27.000,33.000,7.000,17.000,18.000,20.000,8.000,0.000
'[16:17:01.000 12/08/2009]',69.000,61.000,60.000,54.000,52.000,52.000,68.000,-30.000,48.000,45.000,44.000,42.000,43.000,44.000,37.000,39.000,36.000,42.000,38.000,43.000,46.000,177.000,156.000,148.000,150.000,116.000,98.000,93.000,119.000,108.000,84.000,78.000,0.000,71.000,63.000,64.000,75.000,73.000,64.000,44.000,34.000,32.000,16.000,35.000,25.000,33.000,18.000,22.000,26.000,25.000,20.000,21.000,22.000,27.000,22.000,15.000,18.000,17.000,21.000,-4.000,12.000,10.000,10.000,7.000,12587.000
'[16:17:01.006 12/08/2009]',51.000,41.000,34.000,23.000,20.000,22.000,28.000,150.000,25.000,21.000,17.000,15.000,18.000,17.000,21.000,19.000,16.000,22.000,16.000,20.000,22.000,148.000,129.000,125.000,123.000,86.000,74.000,69.000,94.000,81.000,62.000,54.000,1.000,48.000,37.000,38.000,46.000,42.000,43.000,19.000,16.000,8.000,-2.000,12.000,10.000,12.000,6.000,7.000,10.000,10.000,5.000,5.000,7.000,11.000,5.000,4.000,8.000,5.000,8.000,-16.000,1.000,-4.000,-2.000,-9.000,12587.000
'[16:17:01.013 12/08/2009]',39.000,31.000,27.000,16.000,10.000,15.000,20.000,-92.000,20.000,15.000,12.000,11.000,9.000,10.000,13.000,11.000,10.000,14.000,9.000,15.000,17.000,117.000,101.000,99.000,93.000,64.000,59.000,56.000,76.000,59.000,46.000,42.000,1.000,39.000,32.000,32.000,39.000,40.000,31.000,16.000,11.000,10.000,-6.000,4.000,3.000,10.000,6.000,9.000,12.000,11.000,8.000,10.000,9.000,12.000,5.000,6.000,11.000,8.000,11.000,-13.000,3.000,-1.000,1.000,-8.000,12594.000
'[16:17:01.019 12/08/2009]',28.000,23.000,18.000,16.000,10.000,14.000,18.000,165.000,15.000,12.000,8.000,10.000,14.000,16.000,17.000,16.000,15.000,16.000,14.000,23.000,24.000,102.000,88.000,84.000,81.000,63.000,57.000,54.000,70.000,57.000,46.000,42.000,-9.000,41.000,35.000,36.000,44.000,43.000,36.000,19.000,20.000,16.000,3.000,17.000,12.000,20.000,20.000,23.000,26.000,24.000,20.000,24.000,21.000,26.000,18.000,22.000,26.000,23.000,25.000,1.000,17.000,15.000,14.000,2.000,12594.000
'[16:17:01.025 12/08/2009]',27.000,25.000,16.000,15.000,13.000,18.000,21.000,365.000,18.000,16.000,14.000,15.000,23.000,20.000,25.000,24.000,23.000,18.000,23.000,31.000,32.000,95.000,83.000,81.000,75.000,53.000,54.000,51.000,65.000,50.000,40.000,34.000,-2.000,36.000,28.000,33.000,39.000,27.000,23.000,16.000,11.000,20.000,-6.000,15.000,13.000,23.000,15.000,17.000,22.000,19.000,16.000,19.000,19.000,23.000,14.000,13.000,20.000,16.000,19.000,-5.000,8.000,6.000,10.000,-5.000,5140.000
'[16:17:01.031 12/08/2009]',6.000,4.000,-3.000,1.000,1.000,6.000,11.000,286.000,-1.000,-4.000,-1.000,1.000,7.000,12.000,5.000,4.000,5.000,1.000,6.000,16.000,19.000,61.000,53.000,57.000,43.000,27.000,27.000,26.000,43.000,23.000,11.000,7.000,-9.000,13.000,6.000,12.000,18.000,12.000,-2.000,5.000,-11.000,4.000,-27.000,1.000,-7.000,7.000,-1.000,2.000,5.000,3.000,1.000,5.000,7.000,11.000,2.000,1.000,6.000,6.000,7.000,-14.000,-1.000,-2.000,3.000,-8.000,5140.000
'[16:17:01.038 12/08/2009]',-10.000,-12.000,-17.000,-16.000,-14.000,-6.000,1.000,221.000,-14.000,-16.000,-15.000,-11.000,-3.000,3.000,-2.000,-3.000,-6.000,-7.000,-3.000,8.000,9.000,39.000,34.000,34.000,24.000,15.000,16.000,15.000,25.000,10.000,2.000,-1.000,-4.000,4.000,-6.000,2.000,8.000,5.000,-7.000,-4.000,-18.000,-4.000,-34.000,3.000,-17.000,1.000,-5.000,-1.000,0.000,-2.000,-5.000,-1.000,3.000,5.000,1.000,-2.000,3.000,3.000,4.000,-15.000,-1.000,-2.000,1.000,-8.000,0.000
'[16:17:01.044 12/08/2009]',-5.000,-7.000,-8.000,-14.000,-16.000,-6.000,-2.000,-133.000,-7.000,-12.000,-11.000,-10.000,-9.000,-1.000,-8.000,-7.000,-13.000,-11.000,-10.000,2.000,6.000,33.000,31.000,30.000,17.000,13.000,11.000,12.000,26.000,6.000,-1.000,-4.000,12.000,1.000,-8.000,-2.000,4.000,6.000,-13.000,-1.000,-25.000,4.000,-42.000,2.000,-18.000,3.000,-11.000,-6.000,-5.000,-7.000,-11.000,-8.000,-2.000,3.000,2.000,-5.000,1.000,-1.000,1.000,-14.000,-2.000,-1.000,1.000,-3.000,0.000
'[16:17:01.050 12/08/2009]',-7.000,-9.000,-11.000,-12.000,-19.000,-7.000,1.000,-304.000,-13.000,-18.000,-17.000,-14.000,-13.000,5.000,-15.000,-11.000,-18.000,-21.000,-15.000,-4.000,3.000,22.000,21.000,23.000,6.000,6.000,3.000,4.000,25.000,-3.000,-8.000,-12.000,13.000,-6.000,-13.000,-7.000,-1.000,-1.000,-17.000,-4.000,-23.000,3.000,-36.000,-10.000,-14.000,2.000,-8.000,-6.000,-8.000,-11.000,-13.000,-13.000,-5.000,0.000,-2.000,-3.000,1.000,-2.000,-2.000,-17.000,-1.000,-1.000,1.000,-1.000,0.000
'[16:17:01.056 12/08/2009]',-12.000,-12.000,-13.000,-15.000,-26.000,-7.000,3.000,-248.000,-9.000,-15.000,-14.000,-13.000,-18.000,-4.000,-13.000,-10.000,-20.000,-23.000,-16.000,-8.000,-3.000,6.000,6.000,9.000,-4.000,-9.000,-4.000,-3.000,17.000,-6.000,-11.000,-14.000,18.000,-12.000,-20.000,-12.000,-5.000,-8.000,-13.000,-12.000,-17.000,-8.000,-29.000,-5.000,-16.000,-1.000,-2.000,-1.000,-3.000,-5.000,-7.000,-9.000,-3.000,1.000,-1.000,1.000,6.000,5.000,2.000,-14.000,3.000,3.000,6.000,-1.000,0.000
'[16:17:01.063 12/08/2009]',8.000,7.000,14.000,5.000,-8.000,8.000,18.000,-261.000,14.000,6.000,9.000,5.000,-14.000,-5.000,-7.000,-5.000,-11.000,-13.000,-9.000,-2.000,2.000,-1.000,2.000,7.000,-8.000,-4.000,-4.000,-2.000,14.000,-7.000,-12.000,-15.000,20.000,-11.000,-14.000,-9.000,-3.000,-1.000,-13.000,-1.000,-17.000,-2.000,-26.000,11.000,-13.000,6.000,-2.000,2.000,2.000,1.000,1.000,1.000,5.000,11.000,8.000,6.000,11.000,13.000,11.000,-6.000,10.000,10.000,15.000,6.000,0.000
'[16:17:01.069 12/08/2009]',7.000,5.000,13.000,7.000,-1.000,13.000,24.000,-283.000,15.000,10.000,15.000,13.000,-2.000,12.000,2.000,5.000,1.000,-1.000,6.000,14.000,16.000,3.000,7.000,15.000,-5.000,2.000,2.000,4.000,20.000,2.000,-7.000,-9.000,24.000,-4.000,-4.000,0.000,4.000,1.000,1.000,10.000,3.000,16.000,-7.000,14.000,18.000,20.000,17.000,20.000,19.000,17.000,18.000,20.000,22.000,27.000,22.000,23.000,27.000,29.000,26.000,8.000,27.000,27.000,29.000,24.000,0.000
'[16:17:01.075 12/08/2009]',21.000,17.000,17.000,12.000,5.000,18.000,33.000,-279.000,30.000,23.000,26.000,24.000,7.000,17.000,15.000,17.000,9.000,10.000,15.000,22.000,23.000,4.000,8.000,12.000,-5.000,0.000,2.000,2.000,13.000,10.000,-4.000,-6.000,41.000,-5.000,-6.000,-3.000,1.000,-6.000,7.000,2.000,13.000,11.000,5.000,2.000,24.000,18.000,26.000,24.000,22.000,17.000,17.000,18.000,20.000,23.000,17.000,25.000,27.000,26.000,20.000,5.000,27.000,29.000,26.000,26.000,0.000
'[16:17:01.081 12/08/2009]',21.000,13.000,6.000,3.000,-4.000,7.000,25.000,-279.000,20.000,13.000,11.000,9.000,-4.000,7.000,13.000,11.000,1.000,8.000,3.000,8.000,11.000,-7.000,-5.000,-2.000,-11.000,-5.000,-8.000,-7.000,2.000,2.000,-10.000,-13.000,25.000,-11.000,-14.000,-13.000,-6.000,-3.000,9.000,-3.000,15.000,5.000,15.000,6.000,23.000,12.000,26.000,21.000,15.000,11.000,8.000,9.000,10.000,16.000,12.000,26.000,24.000,20.000,14.000,2.000,26.000,29.000,23.000,29.000,0.000
'[16:17:01.088 12/08/2009]',17.000,7.000,-4.000,-5.000,-13.000,-2.000,10.000,-285.000,10.000,4.000,-2.000,-1.000,-3.000,8.000,20.000,12.000,1.000,10.000,5.000,8.000,15.000,-1.000,4.000,6.000,2.000,3.000,2.000,2.000,12.000,19.000,2.000,-3.000,20.000,-3.000,-12.000,-7.000,-3.000,13.000,22.000,10.000,22.000,13.000,22.000,13.000,21.000,15.000,27.000,21.000,12.000,11.000,4.000,5.000,5.000,14.000,10.000,24.000,21.000,13.000,7.000,-4.000,22.000,23.000,16.000,21.000,0.000
'[16:17:01.094 12/08/2009]',14.000,1.000,-13.000,-20.000,-29.000,-14.000,-2.000,-280.000,-1.000,-10.000,-15.000,-19.000,-21.000,-8.000,1.000,-7.000,-18.000,-11.000,-16.000,-12.000,-7.000,-27.000,-22.000,-23.000,-24.000,-24.000,-25.000,-27.000,-19.000,-6.000,-26.000,-33.000,23.000,-33.000,-43.000,-37.000,-34.000,-21.000,-11.000,-25.000,-11.000,-22.000,-6.000,-15.000,-10.000,-19.000,-7.000,-13.000,-20.000,-22.000,-27.000,-27.000,-26.000,-18.000,-21.000,-10.000,-11.000,-18.000,-25.000,-35.000,-12.000,-10.000,-14.000,-8.000,0.000
'[16:17:01.100 12/08/2009]',-32.000,-40.000,-54.000,-56.000,-64.000,-50.000,-40.000,-55.000,-41.000,-49.000,-53.000,-54.000,-47.000,-33.000,-30.000,-34.000,-42.000,-34.000,-39.000,-34.000,-29.000,-59.000,-53.000,-53.000,-53.000,-44.000,-49.000,-49.000,-42.000,-33.000,-49.000,-51.000,9.000,-51.000,-51.000,-51.000,-49.000,-39.000,-32.000,-40.000,-33.000,-33.000,-25.000,-21.000,-22.000,-26.000,-19.000,-21.000,-25.000,-27.000,-28.000,-25.000,-25.000,-17.000,-20.000,-15.000,-12.000,-16.000,-19.000,-33.000,-12.000,-12.000,-12.000,-12.000,0.000
'[16:17:01.106 12/08/2009]',-27.000,-33.000,-44.000,-44.000,-51.000,-33.000,-25.000,-62.000,-30.000,-34.000,-37.000,-33.000,-26.000,-14.000,-16.000,-19.000,-25.000,-22.000,-18.000,-13.000,-7.000,-44.000,-37.000,-39.000,-39.000,-30.000,-27.000,-25.000,-17.000,-16.000,-26.000,-27.000,16.000,-26.000,-25.000,-23.000,-21.000,-15.000,-14.000,-16.000,-14.000,-6.000,-13.000,-10.000,-2.000,-3.000,-2.000,-4.000,-10.000,-11.000,-11.000,-5.000,-6.000,1.000,-2.000,1.000,2.000,-1.000,-3.000,-17.000,3.000,3.000,3.000,-2.000,0.000
'[16:17:01.113 12/08/2009]',-13.000,-17.000,-24.000,-24.000,-30.000,-11.000,-2.000,-169.000,-20.000,-23.000,-23.000,-17.000,-13.000,-1.000,-12.000,-15.000,-19.000,-21.000,-13.000,-7.000,-1.000,-40.000,-34.000,-34.000,-35.000,-30.000,-21.000,-19.000,-14.000,-20.000,-25.000,-27.000,10.000,-21.000,-22.000,-18.000,-16.000,-6.000,-17.000,-11.000,-13.000,-9.000,-16.000,-10.000,-5.000,-3.000,-3.000,-7.000,-13.000,-14.000,-16.000,-12.000,-12.000,-4.000,-4.000,-1.000,-1.000,-6.000,-10.000,-21.000,2.000,3.000,2.000,5.000,0.000
'[16:17:01.119 12/08/2009]',-29.000,-28.000,-36.000,-31.000,-36.000,-22.000,-16.000,206.000,-31.000,-34.000,-34.000,-29.000,-17.000,-7.000,-14.000,-15.000,-22.000,-22.000,-16.000,-13.000,-6.000,-50.000,-42.000,-40.000,-42.000,-30.000,-24.000,-23.000,-23.000,-25.000,-27.000,-29.000,-4.000,-22.000,-21.000,-20.000,-21.000,-22.000,-14.000,-19.000,-13.000,-14.000,-17.000,-19.000,-6.000,-7.000,-2.000,-4.000,-11.000,-11.000,-14.000,-15.000,-15.000,-8.000,-8.000,0.000,-1.000,-6.000,-14.000,-26.000,1.000,1.000,-4.000,1.000,0.000
'[16:17:01.125 12/08/2009]',-26.000,-23.000,-31.000,-31.000,-34.000,-22.000,-19.000,204.000,-23.000,-25.000,-27.000,-23.000,-15.000,-12.000,-5.000,-6.000,-13.000,-15.000,-10.000,-10.000,-5.000,-50.000,-40.000,-37.000,-41.000,-21.000,-17.000,-20.000,-21.000,-17.000,-16.000,-17.000,0.000,-14.000,-12.000,-16.000,-21.000,-25.000,-6.000,-18.000,-8.000,-10.000,-17.000,-16.000,0.000,-3.000,7.000,6.000,-1.000,0.000,-4.000,-5.000,-7.000,-1.000,-4.000,8.000,6.000,2.000,-6.000,-21.000,6.000,5.000,1.000,-1.000,0.000
'[16:17:01.131 12/08/2009]',-8.000,-8.000,-14.000,-17.000,-19.000,-16.000,-22.000,46.000,-6.000,-11.000,-14.000,-14.000,-13.000,-9.000,6.000,4.000,-4.000,-2.000,-5.000,-8.000,-2.000,-45.000,-33.000,-32.000,-39.000,-15.000,-13.000,-17.000,-16.000,-14.000,-13.000,-15.000,4.000,-12.000,-10.000,-20.000,-23.000,-19.000,-7.000,-20.000,-4.000,-16.000,-11.000,-16.000,1.000,-10.000,7.000,5.000,-3.000,-4.000,-7.000,-8.000,-11.000,-5.000,-12.000,4.000,1.000,-5.000,-10.000,-28.000,-2.000,-2.000,-7.000,-6.000,0.000
'[16:17:01.138 12/08/2009]',-10.000,-11.000,-15.000,-18.000,-23.000,-23.000,-25.000,-76.000,-6.000,-14.000,-16.000,-18.000,-22.000,-17.000,2.000,-3.000,-12.000,-10.000,-14.000,-15.000,-11.000,-55.000,-44.000,-42.000,-48.000,-27.000,-22.000,-25.000,-27.000,-25.000,-23.000,-26.000,12.000,-22.000,-20.000,-26.000,-26.000,-28.000,-14.000,-26.000,-8.000,-23.000,-12.000,-22.000,-5.000,-17.000,3.000,1.000,-8.000,-12.000,-14.000,-14.000,-18.000,-11.000,-18.000,-2.000,-5.000,-11.000,-14.000,-32.000,-7.000,-7.000,-12.000,-12.000,0.000
'[16:17:01.144 12/08/2009]',-11.000,-12.000,-13.000,-15.000,-25.000,-20.000,-15.000,-254.000,-5.000,-14.000,-13.000,-16.000,-24.000,-24.000,-5.000,-7.000,-17.000,-15.000,-17.000,-17.000,-15.000,-59.000,-46.000,-44.000,-49.000,-36.000,-26.000,-26.000,-29.000,-27.000,-27.000,-28.000,11.000,-21.000,-22.000,-26.000,-27.000,-30.000,-20.000,-26.000,-17.000,-24.000,-20.000,-18.000,-8.000,-20.000,-1.000,-2.000,-10.000,-13.000,-16.000,-15.000,-21.000,-14.000,-19.000,-4.000,-4.000,-11.000,-15.000,-33.000,-6.000,-5.000,-10.000,-8.000,0.000
'[16:17:01.150 12/08/2009]',-20.000,-18.000,-22.000,-21.000,-26.000,-25.000,-23.000,87.000,-16.000,-20.000,-21.000,-23.000,-21.000,-20.000,-8.000,-6.000,-13.000,-13.000,-14.000,-15.000,-13.000,-58.000,-45.000,-41.000,-45.000,-33.000,-22.000,-22.000,-24.000,-25.000,-23.000,-23.000,-2.000,-11.000,-13.000,-21.000,-23.000,-26.000,-17.000,-24.000,-12.000,-20.000,-17.000,-17.000,7.000,-14.000,2.000,-1.000,-5.000,-7.000,-10.000,-10.000,-16.000,-10.000,-16.000,0.000,1.000,-4.000,-11.000,-30.000,-3.000,0.000,-6.000,-8.000,0.000
'[16:17:01.156 12/08/2009]',-21.000,-18.000,-22.000,-21.000,-21.000,-21.000,-22.000,211.000,-17.000,-17.000,-18.000,-19.000,-13.000,-12.000,-6.000,-2.000,-8.000,-12.000,-7.000,-10.000,-7.000,-55.000,-44.000,-41.000,-41.000,-32.000,-15.000,-17.000,-26.000,-20.000,-15.000,-15.000,1.000,-3.000,-3.000,-12.000,-16.000,-29.000,-11.000,-22.000,-7.000,-14.000,-17.000,-27.000,4.000,-10.000,-4.000,-3.000,-6.000,-5.000,-7.000,-7.000,-12.000,-6.000,-13.000,-5.000,-1.000,-2.000,-8.000,-27.000,-6.000,-1.000,-5.000,-14.000,0.000
'[16:17:01.163 12/08/2009]',-8.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-120.000,-2.000,-2.000,0.000,1.000,-1.000,-1.000,-3.000,3.000,0.000,1.000,3.000,-1.000,1.000,-49.000,-36.000,-36.000,-32.000,-23.000,-5.000,-9.000,-21.000,-16.000,-5.000,-4.000,3.000,8.000,8.000,-2.000,-6.000,-16.000,-5.000,-11.000,-8.000,-3.000,-20.000,-22.000,-4.000,-7.000,-8.000,-5.000,-7.000,-5.000,-4.000,-5.000,-9.000,-3.000,-10.000,-9.000,-6.000,-4.000,-8.000,-29.000,-11.000,-4.000,-7.000,-15.000,0.000
'[16:17:01.169 12/08/2009]',-2.000,3.000,1.000,4.000,5.000,-4.000,-9.000,131.000,-4.000,-3.000,1.000,2.000,-1.000,-3.000,-5.000,-1.000,-1.000,-2.000,1.000,-4.000,-4.000,-49.000,-36.000,-36.000,-32.000,-18.000,-8.000,-13.000,-20.000,-14.000,-6.000,-6.000,-2.000,4.000,1.000,-10.000,-17.000,-12.000,-5.000,-16.000,-7.000,-17.000,-14.000,-15.000,-10.000,-15.000,-16.000,-14.000,-17.000,-16.000,-15.000,-16.000,-19.000,-14.000,-19.000,-21.000,-20.000,-18.000,-21.000,-40.000,-27.000,-18.000,-22.000,-30.000,0.000
'[16:17:01.175 12/08/2009]',-11.000,-7.000,-11.000,-8.000,-11.000,-18.000,-30.000,65.000,-13.000,-13.000,-6.000,-8.000,-14.000,-21.000,-12.000,-12.000,-11.000,-13.000,-10.000,-14.000,-16.000,-56.000,-44.000,-45.000,-41.000,-26.000,-16.000,-21.000,-27.000,-17.000,-14.000,-14.000,3.000,-6.000,-11.000,-19.000,-25.000,-21.000,-10.000,-27.000,-10.000,-26.000,-11.000,-18.000,-10.000,-21.000,-19.000,-17.000,-22.000,-23.000,-22.000,-21.000,-23.000,-19.000,-23.000,-25.000,-26.000,-24.000,-24.000,-42.000,-31.000,-21.000,-25.000,-30.000,0.000
'[16:17:01.181 12/08/2009]',-12.000,-8.000,-9.000,-5.000,-11.000,-15.000,-23.000,-77.000,-11.000,-10.000,-5.000,-6.000,-13.000,-16.000,-10.000,-9.000,-10.000,-7.000,-8.000,-11.000,-11.000,-59.000,-47.000,-46.000,-46.000,-27.000,-18.000,-20.000,-28.000,-18.000,-16.000,-15.000,2.000,-8.000,-8.000,-15.000,-18.000,-17.000,-8.000,-18.000,-9.000,-13.000,-9.000,-13.000,-6.000,-15.000,-15.000,-13.000,-17.000,-20.000,-18.000,-16.000,-18.000,-14.000,-17.000,-21.000,-23.000,-24.000,-20.000,-38.000,-26.000,-16.000,-21.000,-21.000,0.000
'[16:17:01.188 12/08/2009]',-15.000,-12.000,-14.000,-11.000,-13.000,-13.000,-16.000,180.000,-14.000,-13.000,-12.000,-11.000,-12.000,-11.000,-11.000,-10.000,-12.000,-13.000,-11.000,-13.000,-11.000,-63.000,-51.000,-48.000,-53.000,-35.000,-23.000,-24.000,-32.000,-30.000,-24.000,-24.000,1.000,-17.000,-15.000,-21.000,-23.000,-31.000,-22.000,-18.000,-23.000,-20.000,-24.000,-20.000,-29.000,-26.000,-31.000,-27.000,-29.000,-32.000,-32.000,-31.000,-32.000,-30.000,-31.000,-36.000,-39.000,-40.000,-38.000,-54.000,-42.000,-35.000,-37.000,-42.000,0.000
'[16:17:01.194 12/08/2009]',-25.000,-18.000,-15.000,-18.000,-21.000,-16.000,-18.000,-101.000,-18.000,-18.000,-14.000,-15.000,-23.000,-23.000,-25.000,-22.000,-24.000,-26.000,-23.000,-24.000,-25.000,-75.000,-62.000,-60.000,-62.000,-49.000,-33.000,-34.000,-42.000,-40.000,-32.000,-31.000,6.000,-21.000,-19.000,-26.000,-32.000,-37.000,-32.000,-26.000,-30.000,-27.000,-33.000,-30.000,-33.000,-30.000,-35.000,-30.000,-30.000,-30.000,-29.000,-29.000,-30.000,-29.000,-32.000,-34.000,-33.000,-31.000,-32.000,-49.000,-34.000,-28.000,-30.000,-32.000,0.000
'[16:17:01.200 12/08/2009]',-17.000,-7.000,-2.000,-3.000,-5.000,-7.000,-13.000,-67.000,-5.000,-4.000,1.000,1.000,-7.000,-10.000,-14.000,-6.000,-6.000,-8.000,-4.000,-7.000,-7.000,-60.000,-45.000,-43.000,-46.000,-29.000,-14.000,-17.000,-24.000,-20.000,-12.000,-10.000,2.000,1.000,1.000,-7.000,-14.000,-15.000,-8.000,-15.000,-7.000,-10.000,-16.000,-16.000,-1.000,-10.000,-7.000,-1.000,-1.000,0.000,1.000,-1.000,-4.000,-2.000,-11.000,-4.000,-2.000,1.000,-4.000,-25.000,-3.000,2.000,-3.000,-4.000,0.000
'[16:17:01.206 12/08/2009]',0.000,10.000,11.000,11.000,9.000,6.000,-3.000,84.000,13.000,15.000,18.000,17.000,12.000,5.000,10.000,15.000,16.000,11.000,17.000,12.000,11.000,-50.000,-34.000,-34.000,-36.000,-13.000,-3.000,-7.000,-14.000,-8.000,-1.000,0.000,3.000,8.000,6.000,3.000,-4.000,-13.000,4.000,-7.000,5.000,-1.000,-6.000,-8.000,11.000,-1.000,6.000,10.000,10.000,10.000,10.000,7.000,2.000,2.000,-8.000,2.000,6.000,7.000,-1.000,-25.000,1.000,4.000,-1.000,-5.000,0.000
'[16:17:01.213 12/08/2009]',6.000,17.000,24.000,23.000,18.000,18.000,15.000,-193.000,20.000,19.000,26.000,23.000,12.000,5.000,5.000,10.000,12.000,8.000,13.000,10.000,6.000,-59.000,-43.000,-43.000,-46.000,-24.000,-12.000,-13.000,-22.000,-20.000,-13.000,-12.000,5.000,-1.000,3.000,-2.000,-7.000,-20.000,-9.000,-11.000,-7.000,-8.000,-15.000,-13.000,-1.000,-11.000,-6.000,-2.000,-1.000,0.000,1.000,-2.000,-7.000,-7.000,-17.000,-11.000,-4.000,-1.000,-9.000,-34.000,-10.000,-5.000,-10.000,-13.000,0.000
